tweetID,tweet-text,tweet-class
2.64337E+17,#Midlothian VA residents help Hurricane #Sandy victims on #LongIsland - donate clothes &amp; food here - http://t.co/OZv9uso4 Please ReTweet!,Clothing
2.63683E+17,Thinking of donating clothes and blood (separately) for Hurricane Sandy relief efforts. Anyone have places to recommend?,Clothing
2.64204E+17,everyone should donate clothes to people who lost everything to hurricane sandy,Clothing
2.6442E+17,just donated a bag of clothes for the hurricane relief effort #helpinghands,Clothing
2.6405E+17,"We are collecting clothes, blankets, socks, and water for hurricane Victims of Sandy starting Friday @ 4pm until Sunday night 11pm!!!",Clothing
2.64765E+17,"Looking for ways to help with the Hurricane Sandy relief efforts?  Well, I know for a fact that you have clothes... http://t.co/kLb5523b",Clothing
2.64198E+17,"EASTLAKE, SUPPORT HURRICANE VICTIMS!!! Bring clothing to the Student Activities room tomorrow! Clothing will be sent to victims in New York",Clothing
2.64155E+17,"St. Charles is open for donations of clothes, games, anything that could be of use for victims of Hurricane Sandy tomorrow from 9am to 7pm!",Clothing
2.6449E+17,Where can I donate clothes and such to the victims of the hurricane? #sandy #hurricane #hurricanesandy #donate #donations,Clothing
2.64141E+17,#Snooki to donate her clothes to Hurricane Sandy victims http://t.co/TN3k3LkH via @examinercom #HurricaneSandy #HurricaneSandyDonations,Clothing
2.64338E+17,RT @SocialDentistry: #Midlothian VA residents help Hurricane #Sandy victims on #LongIsland - donate clothes &amp; food here - http://t.c ...,Clothing
2.64787E+17,“@NickyDiamonds: Sent off some huge boxes of clothes to Hurricane Sandy victims. Anything helps.” Your a great man....,Clothing
2.64425E+17,Now is a great time to clean out your closets &amp; donate clothing to those who lost everything in Hurricane Sandy via @entertainista (AGREE!),Clothing
2.64758E+17,where can I donate clothes to hurricane victims in NYC? I gotta wild fresh I dont want anymore.,Clothing
2.64767E+17,Organizing clothes to donate to hurricane sandy victims,Clothing
2.64454E+17,I have a lot of clothes and sneakers I can donate.. Anybody know of people taking donations for hurricane sandy victims ????,Clothing
2.64393E+17,"If you have extra clothes and wish to donate to the victims of Hurricane Sandy, @Apt78, @Nailloungeny and @Dy… http://t.co/jG4jyGGQ",Clothing
2.64394E+17,Wellesley resident with New York roots collecting clothes for Hurricane Sandy ... - The Swellesley Report: Welle... http://t.co/X4i2utKf,Clothing
2.64466E+17,I'm donating a bag of clothes for hurricane relief that includes a sequin cocktail dress. I've officially turned into Cher from Clueless.,Clothing
2.64566E+17,3 big bags of clothes to donate to the Hurricane victims.  Someone's getting alot of guido shit lol http://t.co/yP352acI,Clothing
2.64479E+17,RT @ActorsEquity: AEA's thoughts are with everyone affected by Hurricane Sandy. Anyone wanting to help may take clothes &amp; blankets t ...,Clothing
2.64521E+17,RT @EvilERUReady: Bring donations of clothing Sat. nite to the @LADerbyDolls game to support Hurricane Sandy relief efforts! Game info:  ...,Clothing
2.64527E+17,Donated some clothes for the hurricane #Sandy folks that lost everything - if any of u guys have clothes/food/toys to donate let me know,Clothing
2.64533E+17,Tryna find clothes to donate to the community who was effected by Hurricane Sandy. #StayStrongGuys.,Clothing
2.63359E+17,"They should donate clothing to flood victims: @AmericanApparel, @Gap Blasted for Hurricane Sandy Ad Fails http://t.co/gvsBuFwJ via (@Adweek)",Clothing
2.63959E+17,thinking of starting a clothes drive for hurricane sandy victims,Clothing
2.64092E+17,@Real_Liam_Payne good:)I'm just picking out clothes from my closet to donate to the people who were affected by the hurricane.How are you?:),Clothing
2.64109E+17,"Does anyone know if clothing is needed for hurricane relief in NYC? If so, where?",Clothing
2.64135E+17,"If you have clothes to donate to those who are victims of hurricane sandy, go to St. Charles tomorrow in Oakwood to make donation #HelpSI ❤",Clothing
2.64137E+17,We will be donating our clothes from our kids clothing drive Nov 10 to the victoms affected by Hurricane Sandy...seems far away but close by,Clothing
2.64145E+17,Bravo to @snooki for coming to NJ and donating clothes and money to the Hurricane Sandy relief,Clothing
2.64391E+17,Does anyone know of local shelters or places collecting clothes for hurricane victims?,Clothing
2.64415E+17,Just donated clothes and non perishables and signed up for Hurricane Relief help in my county..  Every1 should lend a helping hand honestly.,Clothing
2.64444E+17,"Anyone in the NYC/LI area want to help collect clothing and goods for victims of hurricane Sandy, contact me! #sandyhelp",Clothing
2.64499E+17,Does anyone know where I can donate clothes &amp; shoes for the victims of Hurricane Sandy?,Clothing
2.64546E+17,"RT @ComoBrosBand: Drive 11/3  9-11:00 AM @mountsinai Fire Dept Drive to help local hurricane victims #HurricaneSandy donate clothing, fl ...",Clothing
2.64549E+17,"plenty of clothes to give. if you know anyone affected by the hurricane whos in need, email me. nicolemspinelli@gmail.com",Clothing
2.64549E+17,"RT @spacefroot: plenty of clothes to give. if you know anyone affected by the hurricane whos in need, email me. nicolemspinelli@gmail.com",Clothing
2.64621E+17,#FreeNY : Free clothes pick up for hurricane sandy   (Manhattan ): Hello my name is kassandra n I would like to ... http://t.co/3V0BAlIK,Clothing
2.64711E+17,If ur bronx or harlem area hit me up if u would like to donate clothing or share your time today to help hurricane sandy victims.,Clothing
2.64718E+17,i have 5 boxes of kids clothes and toys... who can tell me where can i #donate in dc area for hurricane #sandy victims??,Clothing
2.64766E+17,RT @egerts: Love to fly w/ @RyanMakely but love his generous heart even more - clothing drive for victims of hurricane Sandy - bring to  ...,Clothing
2.64787E+17,“@NickyDiamonds: Sent off some huge boxes of clothes to Hurricane Sandy victims. Anything helps.”,Clothing
2.64795E+17,@NassauCountyOEM where can we deliver clothes and supplies for hurricane victims in Nassau?,Clothing
2.64828E+17,RT @Tatiana512: Anybody know drop-off locations in Manhattan to donate clothing to hurricane victims? Somehow this info is not so easy t ...,Clothing
2.6483E+17,"RT @BridgetteRaes: Looking for ways to help with the Hurricane Sandy relief efforts?  Well, I know for a fact that you have clothes... h ...",Clothing
2.64893E+17,"ANYWAYS, if you want to donate cute clothes to the hurricane victims plz donate to me cuz my house blew away and yea I'm using african wifi",Clothing
2.64901E+17,I wanna donate clothes to the hurricane sandy victims,Clothing
2.64905E+17,"“@MTV: Have you helped yet? @Snooki's giving a bunch of her clothes to Hurricane Sandy relief""/NICE! But how many 4' trolls live in Seaside?",Clothing
2.64997E+17,LOL! RT @sboshmafu: Snooki donated some old clothes to Hurricane Sandy victims. News reports said people were in ... http://t.co/vhMT04z5,Clothing
2.65086E+17,May head down @kneatfreak's way to take a load of stuff for hurricane relief. I have a basement full of clothes &amp; toys &amp; baby supplies...,Clothing
2.65096E+17,who wants to donate clothes for the people who are in need bc of the hurricane sandy let me know,Clothing
2.65103E+17,RT @MamaPhan: May head down @kneatfreak's way to take a load of stuff for hurricane relief. I have a basement full of clothes &amp; toys ...,Clothing
2.65108E+17,ima be nice so when i go home ima go thru my clothes and w.e i dont wear ima donate to the people that lost everything from the hurricane ❤☺,Clothing
2.65108E+17,really want to donate my clothes to hurricane sandy victims here but like always the closet place is over an hour away:/ #gasshortage,Clothing
2.65131E+17,"Really good service at church today, now going to give some clothes, shoes &amp; toiletries for the victims of the hurricane.",Clothing
2.65142E+17,Taking my daughter to donate clothes and toiletries for hurricane sandy relief efforts.. She has a great heart!! #proudofmychild,Clothing
2.65163E+17,Got a shit ton of clothes to go through. Donating then to those who have lost everything due to Hurricane Sandy.,Clothing
2.65174E+17,"RT @laire: When donating clothes to Hurricane Sandy victims, don't just give your trash...give some of your good shit from this season too!",Clothing
2.65238E+17,"Here's a thought, anyone want to donate clothes to the hurricane relief that we can send with the cash?  If so I will have a box at the shop",Clothing
2.65257E+17,TS swimmers bring in old warm clothes to practice to donate to the victims of hurricane sandy!,Clothing
2.6551E+17,"Collecting clothes, blankets, coats, shoes &amp; canned foods for the hurricane victims moonachie &amp; little ferry pls drop off 201Columbia Ave FL",Clothing
2.65544E+17,@LeahRemini Sorry just found out here in San Antonio not taking clothing donations for hurricane Sandy!  What!!!,Clothing
2.65553E+17,My mom tried to donate a bunch of clothes to hurricane sandy victims but the Red Cross said they'd only take money #tf,Clothing
2.63772E+17,"If u got a big heart please give to those that Been affected by hurricane sandy!! Donate clothes,food or just your time.  #Thankyou",Clothing
2.64004E+17,"Everyone please if you have the means to donate time, clothes, food, or blood...do so! Those affected by hurricane sandy need our help!",Clothing
2.64338E+17,RT @SocialDentistry: #Midlothian VA residents help Hurricane #Sandy victims on #LongIsland - donate clothes &amp; food here - http://t.c ...,Clothing
2.64414E+17,"Collecting clothes, canned food, &amp; water for hurricane victims! Thanks to first don @ Corona Barbershop Plus http://t.co/5OO7mv9b",Clothing
2.64454E+17,"People lost everything to hurricane Sandy. If you can please go out and donate clothes, blankets, food, etc. It's for a good cause!",Clothing
2.64532E+17,"Tomorrow the local radio station will be posted at Adams, please stop by and donate clothes, food, blankets etc. For hurricane sandy victims",Clothing
2.64771E+17,if anyone can donate clothes food etc to hurricane sandy victims let me know my moms bestfriend is running a drive every little thing helps,Clothing
2.64892E+17,"Anyone willing 2 donate 4 hurricane sandy victims in jersey city , nj  can bring clothes, food etc to barrow mason, 83 Wayne St, jersey city",Clothing
2.65137E+17,"We're meeting up this Saturday at gateway mall in Brooklyn to go donate clothes,food,etc to the hurricane Sandy victims. Hit me up for info",Clothing
2.63683E+17,Thinking of donating clothes and blood (separately) for Hurricane Sandy relief efforts. Anyone have places to recommend?,Clothing
2.64478E+17,AEA's thoughts are with everyone affected by Hurricane Sandy. Anyone wanting to help may take clothes &amp; blankets to shelter on 49 bw 9/10th,Clothing
2.64789E+17,“@NickyDiamonds Sent off some huge boxes of clothes to Hurricane Sandy victims. Anything helps.”,Clothing
2.64801E+17,Haven't they suffered enough RT @MTV: #Snooki is giving a bunch of her clothes to Hurricane Sandy relief: http://t.co/yWz6iHKY,Clothing
2.64809E+17,"#Queens 2day @HOT97 is dropping off clothes to P.s 166 - Queens, 33-09 35 Avenue, LONG ISLAND CITY, NY 11106 for hurricane sandy victims rt!",Clothing
2.6482E+17,RT @ThetaXiGammaMu: The active chapter is collecting clothes for those who were affected by Hurricane #Sandy. Contact Chapter President  ...,Clothing
2.64821E+17,Anybody know drop-off locations in Manhattan to donate clothing to hurricane victims? Somehow this info is not so easy to find online,Clothing
2.64903E+17,"“@MTV: Have u helped yet? @Snooki's giving a bunch of her clothes to Hurricane Sandy relief""/how bout she donate $ instead or is that 2much?",Clothing
2.64926E+17,"If you can afford to do so, you should definitely donate your old clothes to the hurricane victims! Especially hats, gloves, scarves, coats!",Clothing
2.65E+17,This woman kills me RT @sboshmafu: Snooki donated some old clothes to Hurricane Sandy victims. News reports said ... http://t.co/B6ivRweD,Clothing
2.65101E+17,"!!!«@i_CandyCouture Packing up clothes, sneakers, shoes to give away to the people who suffered in hurricane ... http://t.co/tBD4rkCT",Clothing
2.65114E+17,"RT @joshua_becker: ""The first thing I did after reading your book was go through my clothes and donate to the victims of Hurricane Sandy ...",Clothing
2.65122E+17,Sending off clothes to the hurricane victims in New York. If anyone wants to donate anything get at me. Please #RETWEET,Clothing
2.65139E+17,Where can I donate my clothes to for hurricane sandy? #help,Clothing
2.65155E+17,"RT @PJ_Potter: car filled up with clothes, off to Wood-Ridge to donate for Hurricane Sandy Relief (:",Clothing
2.65163E+17,Im going home to get some old books kids clothes and other stuff to donate to hurricane sandy victims.,Clothing
2.6517E+17,Collecting clothes at my house today for hurricane sandy victims. If you have any clothes Please stop by !!!,Clothing
2.65222E+17,"Head out to Philly Sports Bar right now, CFFC is collecting goods and clothes for the for those affected by Hurricane Sandy.",Clothing
2.65258E+17,RT @kayleighttoth: TS swimmers bring in old warm clothes to practice to donate to the victims of hurricane sandy!,Clothing
2.65446E+17,Imma donate clothes and shoes to victims of hurricane sandy... (Y),Clothing
2.65489E+17,put together 3 huge bags of clothes for hurricane victims - feels so good to help in some way - xoxo #Sandy #Hurricane,Clothing
2.6549E+17,"Anyone in Farmington Valley, CT know about Hurricane Sandy relief efforts? I have lots of clothes I can donate. Please let me know!",Clothing
2.65498E+17,RT @Sham_Wowwzer: So for people looking to donate clothes for victims of Hurricane Sandy: All Modell's locations in the five boroughs ha ...,Clothing
2.65509E+17,"Donating so many clothes, shoes and blankets to the thousands of victims of hurricane Sandy. Go to American Legion in Babylon, NY to donate",Clothing
2.6551E+17,We want to help those affected by Hurricane Sandy and so are collecting clean baby and childrens clothes/shoes to... http://t.co/MvZN7g6N,Clothing
2.6553E+17,It's so sweet that @snooki is donating some clothes and asking for donations for the victims of Hurricane #sandy #NJSandy !!,Clothing
2.65533E+17,"My church is donate clothes, shoes, etc for those hurricane sandy victims &amp; I do have things to give my church. #soproudtohelp",Clothing
2.65537E+17,"""Where to donate clothes in northern Nj for Hurricane Sandy?"" http://t.co/AIHuCzud",Clothing
2.65553E+17,Donating all these clothes to hurricane sandy victims ❤#givingback http://t.co/bWOi8YUc,Clothing
2.64133E+17,"WE WILL HAVE A DONATION BOX AT THE BAR TOMORROW NIGHT STARTING AT 9PM. clothes, canned foods, towels, childs toys etc. #SIOPEN #hurricane",Clothing
2.64416E+17,"RT @CORONABARBERSHP: Collecting clothes, canned food, &amp; water for hurricane victims! Thanks to first don @ Corona Barbershop Plus ht ...",Clothing
2.64521E+17,"RT @gabsolari: A care package for Hurricane Sandy survivors that are in need of clothes, food, shoes, batteries. So if you want to help, ...",Clothing
2.64527E+17,Donated some clothes for the hurricane #Sandy folks that lost everything - if any of u guys have clothes/food/toys to donate let me know,Clothing
2.64568E+17,"Hey everybody, my family is collecting old clothes, coats, blankets, food, etc. for those that were greatly affected by Hurricane Sandy",Clothing
2.64572E+17,My building has bins for clothing and food donations for Hurricane Sandy relief. Less than 4 hours later the clothing one is almost full.,Clothing
2.65279E+17,"Please post any places that are collecting clothes, food, baby items and pet items for NJ Hurricane relief?",Clothing
2.6551E+17,"Collecting clothes, blankets, coats, shoes &amp; canned foods for the hurricane victims moonachie &amp; little ferry pls drop off 201Columbia Ave FL",Clothing
2.65514E+17,"BAD will be teaming up with @Aroma_Soul to help the victims Hurricane Sandy whereas YOU can make clothes, shoes, money, etc donations!",Clothing
2.64077E+17,we're donating some of older line stuff to the shelters to help some of the victims of the hurricane. Stay s http://t.co/1qJGPi39,Clothing
2.64789E+17,Hey all my fashion heads that want to donate clothes for victims of hurricane sandy please contact @AnzaloneDesign   Fashionhasaheart,Clothing
2.65211E+17,"Hurricane Sandy Relief Update.

Clothing donations are through the roof. Thank you everybody! What we need most... http://t.co/DDQPBwI4",Clothing
2.65445E+17,@CeceVancePR &amp; @JNoS_PR are coordinating a clothing/food drive for families affected by Hurricane Sandy. DM If you would like to donate..,Clothing
2.6569E+17,Donate blankets 2 church by Friday November 9th @ 3:00 to send back east supporting those affected by the hurricane #xrblankets @xrstaffxmas,Clothing
2.65174E+17,Help Hurricane Sandy Victims: In-kind donations to World Medical Relief in Detroit or contact TUSA gloves jackets desperately needed!,Clothing
2.63745E+17,"Donations to High school East, Toms River NJ Today for Victims of Hurricane  Just gave all my baby stuff",Clothing
2.64812E+17,RT @AmberPeebles: Haven't they suffered enough RT @MTV: #Snooki is giving a bunch of her clothes to Hurricane Sandy relief: http://t.co/ ...,Clothing
2.64817E+17,Please everyone go to Adams today from 3-5 to donate clothes and blankets to those who lost everything during the hurricane,Clothing
2.65218E+17,"Holy Family Church on watchague rd is taking donations for Hurricane Victims. Please bring necessities.. Socks,... http://t.co/l4XLvShO",Clothing
2.65515E+17,RT @PrimitiveWeapon: Shirts &amp; Destroy are selling some great stuff for the Hurricane Sandy Relief in NYC. Check it out! http://t.co/ ...,Clothing
2.64122E+17,If anyone has any clothing or toiletries they would like to donate for Hurricane relief victims or NYC please... http://t.co/dElT6KK7,Clothing
2.64427E+17,I wanted to donate at least 3 bags of clothes 2the Red Cross to Hurricane Sandy victims &amp; they're only accepting donations in Staten Island.,Clothing
2.64789E+17,Have you helped yet? @Snooki's giving a bunch of her clothes to Hurricane Sandy relief: http://t.co/ncm9EKME,Clothing
2.64801E+17,RT @MTV: Have you helped yet? @Snooki's giving a bunch of her clothes to Hurricane Sandy relief: http://t.co/ncm9EKME,Clothing
2.645E+17,Local Red Cross I'd Imagine RT“@CarmellaFierra: Does anyone know where I can donate clothes &amp; shoes for the victims of Hurricane Sandy?”,Clothing
2.65515E+17,"If you would like to help those affected by Hurricane Sandy, we are accepting clothing donations at our dealership. #NJsandy #NJopen",Clothing
2.6509E+17,Meatball To The Rescue! Snooki Gathers Clothes For Hurricane Sandy Victims ... - Global Grind: http://t.co/nPOUKT3x #clothes,Clothing
2.64376E+17,I want to send some clothes for hurricane relief,Clothing
2.63714E+17,"I'll be hosting a Hurricane sandy relief drive frm Nov.1 - Nov.9. Bring in can food, clothes, or donations. Boxes will be around campus.",Food
2.64105E+17,"***HURRICANE SANDY RELIEF***
We will be collecting all non perishable goods, food, clothes, diapers..etc.  It will... http://t.co/uH9ju07J",Food
2.64233E+17,Romney sent food and clothes to hurricane victims. Obama had his picture taken. Which would you rather lead this country?,Food
2.64367E+17,"***HURRICANE SANDY RELIEF***
 We will be collecting all non perishable goods, food, clothes, diapers..etc. It... http://t.co/4DpOpUI6",Food
2.64371E+17,"Ways to help hurricane victims... your local red cross is accepting donations of food, clothing, diapers, toys, soap…http://t.co/mykYmlDj",Food
2.64515E+17,Love that my friends' marathon parties are now Hurricane Relief parties and guests will bring canned goods &amp; clothes to donate #sandy,Food
2.64485E+17,"CitiField Mcfaddens Saturday HURRICANE RELIEF EVENT! 
if you have canned food, bottled water, clothes, blankets... http://t.co/5lQz9a7l",Food
2.64454E+17,"NYPD community affairs collect food , clothing , other items at resort world casino parking lot. 10am-6pm
#DeanReport victims of hurricane",Food
2.64834E+17,"RT @TZidaroff: Romney collected food, clothes, blankets for hurricane victims yet msnbc mocked him. I bet the people of NY/NJ/PA appreci ...",Food
2.64863E+17,"#Belmar #hurricane vics, 601 Main St. gym open daily 11 to 7 to get food, water, clothing, etc. Cellphone charging also. (NOT 4 DONATIONS.)",Food
2.64897E+17,RT @AshBadder: Tomorrow we will be having a charity event @FaroLounge bring food clothes anything to donate for the hurricane victims pl ...,Food
2.65493E+17,"RT @Mrs_MrsJones: Alpha Phi Omega is gathering food, clothes and anything anyone is willing to donate to Hurricane Sandy victims.",Food
2.65538E+17,Support victims of Hurricane Sandy by donating food and clothing at tomorrow's MBB game vs. Concordia (Ill.) @ 7:30PM http://t.co/suAwCY4l,Food
2.65539E+17,RT @StJohnsRedStorm: Support victims of Hurricane Sandy by donating food and clothing at tomorrow's MBB game vs. Concordia (Ill.) @ 7:30 ...,Food
2.6234E+17,Western Cuba Baptists send food to Eastern Cuba Baptist Seminary to provide for those affected by Hurricane Sandy http://t.co/MkvLGyCh,Food
2.62653E+17,"We've prepared our 3 Emergency Services canteens for hurricane relief on-site, armed with blankets, water, food, etc. #Sandy",Food
2.62656E+17,"RT @SalArmyPhilly: We've prepared our 3 Emergency Services canteens for hurricane relief on-site, armed with blankets, water, food, etc. ...",Food
2.63285E+17,RT @SeenInTheDeen: Have sent food packages to those affected by Hurricane #Sandy. I hope the Americans like foreign food. We're sending  ...,Food
2.634E+17,RT @safoodbank: Our thoughts are w/everyone affected by Hurricane#Sandy. Visit http://t.co/aK8B3NE8 or call 800-910-5524 to donate food  ...,Food
2.63403E+17,"A Terrorist with a U.S. bounty on his head said he is willing to donate food, medicine, and help to Hurricane Sandy victims. #Anthrax",Food
2.6342E+17,"RT @ForRomney2012: @MittRomney collects food for ""Hurricane Sandy"" victims   http://t.co/kEzSU25M",Food
2.6344E+17,http://t.co/cifPtGi3 If you would like to donate food to the Hurricane Sandy victims in need please... http://t.co/eGEkavj7,Food
2.63702E+17,"#Romney purchased $5k of food for voters to ""donate"" back to him at staged ""Hurricane Sandy relief event"". @sciencebetty @americablog",Food
2.63709E+17,"The Romney campaign had $5k of food they gave to supporters to ""donate"" at phony ""hurricane relief"" rally http://t.co/HTxb5b2L",Food
2.63717E+17,"#iNews9k BREAKING: Romney hurricane relief effort - Donating canned food, selling can openers for $50.",Food
2.63732E+17,"@WiselinePRT #iNews9k Romney hurricane relief effort - Donating canned food, selling can openers for $50.
AND HES A MULTI MILLIONAIRE",Food
2.63905E+17,".

You See Victims,Romney Smells Opportunity: Mitt bought $5k food for people to “donate”to his phony Hurricane rally http://t.co/mwf1u9vC",Food
2.6391E+17,trying to collect food and clothing for those displaced by hurricane sandy.  any of my followers want to help message me.  thanks!,Food
2.64065E+17,@Mariobatali Thank you for all you are doing to help after Hurricane Sandy...donating all your food is a grand gesture!,Food
2.64178E+17,RT @Dmetayer: Fema giving out $300 food stamp cards for those in need of food if affected by hurricane Sandy call 1800 621 3362. Please  ...,Food
2.64189E+17,"@mitchellreports  Let's see...U told people not to donate food, clothes, etc 4 Hurricane Sandy victims.. People on Staten Island begging.",Food
2.64211E+17,The Salvation Army announced Thursday night that they would deliver food to victims of Hurricane Sandy at 14 loc... http://t.co/vmAToGtL,Food
2.64271E+17,The Salvation Army announced Thursday night that they would deliver food to victims of Hurricane Sandy at 14... http://t.co/0lDfIkDc,Food
2.64371E+17,"Ways to help hurricane victims... your local red cross is accepting donations of food, clothing, diapers, toys, soap…http://t.co/mykYmlDj",Food
2.64415E+17,http://t.co/3EjfQMoA areas to get food and water for those affected by Hurricane Sandy,Food
2.64427E+17,If you have been affected by hurricane sandy...FEMA is giving $200 food stamp vouchers at 45 Hoyt Street in http://t.co/CmsAutxK,Food
2.64441E+17,City Harvest is taking donations &amp; un-used food to help feed hungry NY'ers after hurricane sandy. Donate here! http://t.co/r4Y6jFwR,Food
2.64454E+17,"NYPD community affairs collect food , clothing , other items at resort world casino parking lot. 10am-6pm
#DeanReport victims of hurricane",Food
2.64478E+17,"@MittRomney Instead of talking, send helicopters with supplies and food to those affected by the hurricane. Show that you mean business.",Food
2.64492E+17,"This Sun @movementnyc will collect food, clothing, toiletries, etc for #hurricane #sandy relief in #NYC. 11am Residence Inn/Times Sq, 3rd Fl",Food
2.64666E+17,"RT @missxnikol: This Sun @movementnyc will collect food, clothing, toiletries, etc for #hurricane #sandy relief in #NYC. 11am Residence  ...",Food
2.64706E+17,RT @SarahPalinLinks: Grassfire Nation has partnered with Mercy Chefs to help bring food to Hurricane #Sandy victims in NYC.  Need suppor ...,Food
2.64752E+17,President Obama increased food stamps by 50% to all victims of hurricane #sandy,Food
2.64797E+17,"NJ Supporters, the survivors of Hurricane #Sandy need your help. Be it Red Cross donations, food, visa gift cards, food, everything adds up",Food
2.64863E+17,"#Belmar #hurricane vics, 601 Main St. gym open daily 11 to 7 to get food, water, clothing, etc. Cellphone charging also. (NOT 4 DONATIONS.)",Food
2.64897E+17,RT @AshBadder: Tomorrow we will be having a charity event @FaroLounge bring food clothes anything to donate for the hurricane victims pl ...,Food
2.64915E+17,It was amazing to see everyone help the American Red Cross today by donating food/money to the hurricane victims in Rockland #blessed,Food
2.65101E+17,Looking to help those with food allergies affected by Hurricane Sandy? http://t.co/fOvRrZkj,Food
2.6511E+17,I guess having people bring donations of canned foods to send to hurricane #Sandy victims not such an bad idea after all. #Romney,Food
2.65155E+17,"This weekend, to help the community so heavily impacted by the hurricane, Catholic Charities expanded its food program: http://t.co/DeVv6lov",Food
2.65193E+17,"Mayor's fund for Hurricane relief https://t.co/BZ18I2TT donations support immediate needs like water, food &amp; hygiene supplies",Food
2.65194E+17,"RT @Jrosenblum1: Mayor's fund for Hurricane relief https://t.co/BZ18I2TT donations support immediate needs like water, food &amp; hygien ...",Food
2.65309E+17,"And still lost RT @RVacchianoNYDN: The Giants’ collected more than 20,000 pounds of food for the victims of Hurricane Sandy today",Food
2.65448E+17,"Valpak Rochester accepting donations of non-perishable food, baby items, water, cleaning supplies for Hurricane Sandy victims!",Food
2.65492E+17,"RT @jenna_fem: anyone that wants to donate food, clothes, blankets, etc to those in need from hurricane sandy, let me know. I'm collecti ...",Food
2.65508E+17,RT @KorillaBBQ: Day 3 of Hurricane Sandy relief! Come get some free food thanks to @Chasenews at Coney Island (Surf and Stillwell Ave)!,Food
2.65521E+17,Want to help get food to Hurricane Sandy victims? Go to http://t.co/swj0STa2 and donate. They are taking... http://t.co/NENuliOy,Food
2.65522E+17,How food trucks and social media are making an impact on Hurricane #Sandy relief efforts. via @CBSNewYork: http://t.co/nsmirlpF,Food
2.65546E+17,"OK, NYC dwellers, what have you done to help out the poor victims of Hurricane Sandy? Donate clothes, time, food? Do share!",Food
2.63381E+17,Romney donated can goods to the hurricane relief for the American Red Cross instead of money and blood smh,Food
2.63403E+17,"A Terrorist with a U.S. bounty on his head said he is willing to donate food, medicine, and help to Hurricane Sandy victims. #Anthrax",Food
2.64211E+17,Join me to donate blood and non-perishable foods tomorrow at @AmericanU to help victims of Hurricane Sandy!,Food
2.64543E+17,"People should be more focused on  providing victims of hurricane #sandy with food,shelter,clothing and such rather than restoring internet.",Food
2.65374E+17,New Jersey Governor Chris Christie Announces Relief Fund For Hurricane Sandy Victims: From food to shelter to ba... http://t.co/0kVBPOdM,Food
2.64454E+17,"If you are looking for a way to donate or volunteer for Hurricane Sandy relief, the Food Bank for NYC is just one... http://t.co/bCAaXNvz",Food
2.62261E+17,"Stocked up my pantry with lots of food this morning, I'm really hoping this hurricane isn't bad, although I w… http://t.co/k8VabRqs",Food
2.62344E+17,"RT @CardenSU: I have no food, no batteries, no money to buy them with. Am as prepared as I will ever be for hurricane #Sandy or whatever ...",Food
2.62362E+17,"I'm Going Food Shopping Tmmrw , Beforee THEE Hurricane ^.^ &lt;3 I'm Not w// NOTHINGGG!",Food
2.62391E+17,"Come to walmart..no bread, no water, jerrika ran into an old man and i walked right through dirt...grreeaaattt!! #hurricane. #what #college.",Food
2.62399E+17,"mom, when you stock up food for a hurricane, you're supposed to get food that we can have without having to cook it...",Food
