,Unnamed: 0,tweetID,tweet-text,tweet-class
26,26,263380833904246784,"RT @Gothamist: How To Volunteer, Donate To Help Hurricane Sandy Victims http://t.co/fXUOnzJe",request
27,27,263427599047471105,"RT @loidagarciafebo: How To Volunteer, Donate To Help Hurricane Sandy Victims #NYC http://t.co/REAZCyAD via @gothamist",request
28,28,263429286118170626,"RT @GalleyCat: From blood donation to volunteer opportunities, how you can help Hurricane Sandy victims: http://t.co/4fBtrAuG",request
29,29,263436957986729984,"RT @cleolinda: RT @GalleyCat: From blood donation to volunteer opportunities, how you can help Hurricane Sandy victims: http://t.co/gr5XR5C8",request
30,30,263438143074754560,"RT @cleolinda: RT @GalleyCat: From blood donation to volunteer opportunities, how you can help Hurricane Sandy victims: http://t.co/gr5XR5C8",request
31,31,263439169374785537,"RT @Gothamist: How To Volunteer, Donate To Help Hurricane Sandy Victims http://t.co/fXUOnzJe",request
32,32,263440105627324416,http://t.co/cifPtGi3 If you would like to donate food to the Hurricane Sandy victims in need please... http://t.co/eGEkavj7,request
33,33,263460579589623808,"RT @cleolinda: RT @GalleyCat: From blood donation to volunteer opportunities, how you can help Hurricane Sandy victims: http://t.co/gr5XR5C8",request
34,34,263462081272094720,"RT @cleolinda RT @GalleyCat: From blood donation to volunteer opportunities, how you can help Hurricane Sandy victims: http://t.co/NtKsJUiY",request
35,35,263463222840020994,"RT @GalleyCat: From blood donation to volunteer opportunities, how you can help Hurricane Sandy victims: http://t.co/4fBtrAuG",request
36,36,263465100973862912,RT @knitpurlgurl: Check out @chrissygardiner 's Hurricane Socks: http://t.co/G75vbu5S Proceeds go to Red Cross Disaster Relief Fund #kni ...,request
37,37,263467809055600641,"RT @newyorkcares: How To Volunteer, Donate To Help Hurricane Sandy Victims http://t.co/b5Zac13M via @gothamist",request
38,38,263479661772828672,"RT @MoonAngelWings: How To Volunteer, Donate To Help Hurricane Sandy Victims: Gothamist http://t.co/YgQonayA",request
39,39,263649126678405120,You can also text the word REDCROSS to 90999 to donate $10 to Hurricane Sandy victims.  #sandy #redcross,request
40,40,263714356674584577,RT @amandapalmer: how to volunteer / donate to help victims of hurricane sandy via @gothamist: http://t.co/naZuG31g,request
41,41,263715625782870016,RT @amandapalmer: how to volunteer / donate to help victims of hurricane sandy via @gothamist: http://t.co/naZuG31g,request
42,42,263723400969719808,"EAST COAST STAY SAFE. IF YOU WOULD LIKE TO DONATE TO THE VICTIMS OF HURRICANE SANDY, HERE'S A WAY http://t.co/7bEO2btv",request
43,43,263741423709478913,RT @amandapalmer: how to volunteer / donate to help victims of hurricane sandy via @gothamist: http://t.co/naZuG31g,request
44,44,263742590661300224,RT @amandapalmer: how to volunteer / donate to help victims of hurricane sandy via @gothamist: http://t.co/naZuG31g,request
45,45,263745875879268352,RT @amandapalmer: how to volunteer / donate to help victims of hurricane sandy via @gothamist: http://t.co/naZuG31g,request
46,46,263759674267037697,How You Can Help Victims of Hurricane Sandy: With thousands of people still out of power and millions of people ... http://t.co/n2mqgJQF,request
47,47,263773115451052032,"RT @jodyeddy: How To Volunteer, Donate To Help Hurricane Sandy Victims: http://t.co/6e9Xtaqx",request
48,48,263779116258586625,RT @amandapalmer: how to volunteer / donate to help victims of hurricane sandy via @gothamist: http://t.co/naZuG31g,request
49,49,263784996333035520,Hurricane Sandy has affected the Red Cross blood supply.  If you can help this link will help. http://t.co/P1EU3o42,request
50,50,263848077734051843,"HOW YOU CAN HELP with Hurricane Relief in New York City...
VOLUNTEER:... http://t.co/2XBSFsZc",request
51,51,263853536947875841,"RT @StephenAtHome: Help victims of Hurricane Sandy. Go to http://t.co/5yhE9KRO or, to donate $10, text REDCROSS to 90999.",request
52,52,263876191163924480,RT @amandapalmer: how to volunteer / donate to help victims of hurricane sandy via @gothamist: http://t.co/naZuG31g,request
53,53,263990800935944194,"RT @StephenAtHome: Help victims of Hurricane Sandy. Go to http://t.co/5yhE9KRO or, to donate $10, text REDCROSS to 90999.",request
54,54,264015558767431680,How You Can Help Victims of Hurricane Sandy in #nyc #sandyvolunteer http://t.co/4ALt7aoK,request
55,55,264019306394841089,"RT @YukaYoneda: How To Volunteer, Donate To Help Hurricane Sandy Victims http://t.co/xQyOLDSa via @gothamist",request
56,56,264021004278456320,"RT @YukaYoneda: How To Volunteer, Donate To Help Hurricane Sandy Victims http://t.co/xQyOLDSa via @gothamist",request
57,57,264043374477201409,RT @GalleyCat: How to volunteer for Hurricane Sandy relief on the East Coast. Lots of ways to help: http://t.co/KEma9EAU,request
58,58,264046635825377281,RT @GalleyCat: How to volunteer for Hurricane Sandy relief on the East Coast. Lots of ways to help: http://t.co/KEma9EAU,request
59,59,264056805007687681,RT @GalleyCat: How to volunteer for Hurricane Sandy relief on the East Coast. Lots of ways to help: http://t.co/KEma9EAU,request
60,60,264076743420284929,Top Stories #news Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post http://t.co/ctTX8iZ3,request
61,61,264076743831339008,Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post: TIMEHurricane Sandy Cancels 300 Bl... http://t.co/pWyzPheV,request
62,62,264076750718382080,Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post: TIMEHurricane Sandy Cancels 300 Bl... http://t.co/91BnKLLG,request
63,63,264076751368499200,Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post: TIMEHurricane Sandy Cancels 300 Bl... http://t.co/MSzkoYDi,request
64,64,264076751372697601,Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post: TIMEH... http://t.co/q4Bk8lrN ★ NTN:http://t.co/hC3S5sYM,request
65,65,264076757131481089,Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post: TIMEHurricane Sandy Cancels 300 Bl... http://t.co/FS3VmtY9,request
66,66,264076869165539328,Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post: TIMEHurricane Sandy Cancels 300 Bl... http://t.co/X55eRZrC,request
67,67,264076870205726720,Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post: TIMEHurricane Sandy Cancels 300 Bl... http://t.co/ndqMgLbL,request
68,68,264076875742183424,Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post: TIMEHurricane Sandy Cancels 300 Bl... http://t.co/NoNNBDF4,request
69,69,264076876304232448,Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post http://t.co/bmYlAiXd,request
70,70,264076876547510272,Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post: TIMEHurricane Sandy Cancels 300 Bl... http://t.co/ehzIDGE5,request
71,71,264076876887228416,Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post: TIMEHurricane Sandy Cancels 300 Bl... http://t.co/gRyeK3yL,request
72,72,264076885137432576,#MUSTFOLLOW Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post: TIMEHu... http://t.co/FZ9B0imu #TEAMFOLLOWBACK,request
73,73,264076886282481666,Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post http://t.co/3oh4gNlh,request
74,74,264076887503020032,#FollowBack #fb #tfb Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post http://t.co/79oIOpPs #jfb #teamfollback,request
75,75,264076888421564416,Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post: TIMEHurricane Sandy Cancels 300 Bl... http://t.co/DHo9YUaZ,request
76,76,264076889717620736,Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post: TIMEHurricane Sandy Cancels 300 Bl... http://t.co/I0Lkeclv,request
77,77,264076891277910016,Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post: TIMEHurricane Sandy Cancels 300 Bl... http://t.co/hZawROrk,request
78,78,264076893928693760,Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post: TIMEHurricane Sandy Cancels 300 Bl... http://t.co/xV9bRjso,request
79,79,264076894692057088,Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post: TIMEHurricane Sandy Cancels 300 Bl... http://t.co/W5CXVK6s,request
80,80,264076897141547008,Google news : Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post: TIMEHurricane Sandy ... http://t.co/I52XieDu,request
81,81,264076902296338432,Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post: TIMEHurricane Sandy Cancels 300 Bl... http://t.co/mqHyGfxk,request
82,82,264076902912901120,اخبار هامة Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post http://t.co/DAfoTIJP اخبار هامة,request
83,83,264076937679478784,Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post: TIMEHurricane Sandy Cancels 300 Bl... http://t.co/2KSvkVEj,request
84,84,264076940825227265,Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post http://t.co/yntVGgFw,request
85,85,264085915272630273,#SuperstormSandy Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post http://t.co/CCfq8jT0,request
86,86,264086274464436224,#HurricaneSandy Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post: BlissTreeHu... http://t.co/PyRS9VIT #Sandy,request
87,87,264086281577955328,#HurricaneSandy Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post: BlissTreeHu... http://t.co/VVgIqSjh #Sandy,request
88,88,264086285604491264,#HurricaneSandy Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post: BlissTreeHu... http://t.co/GI7pIrZJ #Sandy,request
89,89,264086289362583552,#HurricaneSandy Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post: BlissTreeHu... http://t.co/bmQ9zQ8r #Sandy,request
90,90,264086870667956224,Hurricane Sandy Cancels 300 Blood Drives: How You Can Help http://t.co/DKp68PdI,request
91,91,264092883680894976,BHaus to donate main foor after 7pm and on Sundays for volunteer/fundraising efforts for those affected by hurricane. Help spread the word!,request
92,92,264119739872321537,iTunes Accepts Red Cross Donations for Hurricane #Sandy Victims http://t.co/Fb7LpbGK,request
93,93,264132483237437440,"St Louis, here's how we can help #Hurricane #Sandy survivors http://t.co/hrVdN3Wc",request
94,94,264136512306827264,"RT @SammFlecker: If you have clothes to donate to those who are victims of hurricane sandy, go to St. Charles tomorrow in Oakwood to mak ...",request
95,95,264144071398940672,Hurricane Sandy Cancels 300 Blood Drives: How You Can Help! http://t.co/kTo1YlpX,request
96,96,264161988064706560,"Victoria, here's how we can help #Hurricane #Sandy survivors http://t.co/dEieyJGQ",request
97,97,264232375674880000,Hurricane #Sandy cancels 300 blood drives: How you can help http://t.co/YPSw5rIp,request
98,98,264233703998377984,Hurricane #Sandy cancels 300 blood drives: How you can help http://t.co/Y4I6ghXI,request
99,99,264242351298465792,Hurricane Sandy Cancels 300 Blood Drives: How You Can Help: http://t.co/lzdttcBy,request
100,100,264388109557460992,"PVM Clothing Drive

So many people in our city were affected by Hurricane Sandy.

Maybe you would like to get... http://t.co/PNS1eZps",request
101,101,264394490343747585,"About 44,000 blood donations are needed each day and even more now because of Hurricane Sandy. Find out how you can help on NCC News #B6641",request
102,102,264396586585571328,"RT @Punkrose33: If you have extra clothes and wish to donate to the victims of Hurricane Sandy, @Apt78, @Nailloungeny and @Dy… http://t. ...",request
103,103,264402606288433152,Hurricane Sandy Cancels 300 Blood Drives: How You Can Help. http://t.co/ABhXLilQ,request
104,104,264406302174900225,"RT @Punkrose33: If you have extra clothes and wish to donate to the victims of Hurricane Sandy, @Apt78, @Nailloungeny and @Dy… http://t. ...",request
105,105,264410970938568704,Don't be bored this wkend w/out the subways. Here's 10 ways to help hurricane victims in yr community: http://t.co/KWTa1ZWp @ThoughtCatalog,request
106,106,264423596347256832,"RT @AmonFocus: If you have extra clothes and wish to donate to the victims of Hurricane Sandy, @Apt78, @NailLoungeNY @ Apt http://t.co/R ...",request
107,107,264425956385632256,"RT @AmonFocus: If you have extra clothes and wish to donate to the victims of Hurricane Sandy, @Apt78, @NailLoungeNY @ Apt http://t.co/R ...",request
108,108,264431685813297153,If you would like to help with relief efforts in NYC and volunteer please check this: http://t.co/FHvVCLST … #sandy #relief #hurricane #nyc,request
109,109,264444953495760896,Help Victims Of Hurricane Sandy By Donating Blood And Funds To ...: Get information on how you can donate bl... http://t.co/n4wm9o60 USA,request
110,110,264448116693032962,RT @nycgo: How to volunteer for and/or donate to the Hurricane Sandy relief effort: http://t.co/kuYlo5s8,request
111,111,264448841502310400,RT @nycgo: How to volunteer for and/or donate to the Hurricane Sandy relief effort: http://t.co/kuYlo5s8,request
112,112,264448869260222464,RT @nycgo: How to volunteer for and/or donate to the Hurricane Sandy relief effort: http://t.co/kuYlo5s8,request
113,113,264450842697011200,RT @nycgo: How to volunteer for and/or donate to the Hurricane Sandy relief effort: http://t.co/kuYlo5s8,request
114,114,264451574405922816,RT @nycgo: How to volunteer for and/or donate to the Hurricane Sandy relief effort: http://t.co/kuYlo5s8,request
115,115,264452533546778624,Many of you are asking how you can help victims of Hurricane Sandy. There will be a collection THIS WEEKEND that... http://t.co/lpamwkIP,request
116,116,264457045229576192,RT @nycgo: How to volunteer for and/or donate to the Hurricane Sandy relief effort: http://t.co/kuYlo5s8,request
117,117,264458230116261888,RT @nycgo: How to volunteer for and/or donate to the Hurricane Sandy relief effort: http://t.co/kuYlo5s8,request
118,118,264458528394211328,RT @shopbop: Kindness is always in fashion: Text REDCROSS to 90999 to donate $10 to aid Hurricane Sandy relief efforts.,request
119,119,264468981895811073,"Me and @CeceVancePR are coordinating a clothing/food drive for families affected by Hurricane Sandy. If you would like to donate, DM us.",request
120,120,264469848548073472,RT @JNoS_PR: Me and @CeceVancePR are coordinating a clothing/food drive for families affected by Hurricane Sandy. If you would like to d ...,request
121,121,264473606094991361,RT @nycgo: How to volunteer for and/or donate to the Hurricane Sandy relief effort: http://t.co/kuYlo5s8,request
122,122,264474921042857984,RT @jessetyler: I'll be watching the Hurricane Sandy relief benefit concert tonight @NBC – 8pm ET. Help raise money for @RedCross! #Sand ...,request
123,123,264475142913138688,"@JNoS_PR and myself are coordinating a clothing/food drive for families affected by Hurricane Sandy. If you would like to donate, DM us.",request
124,124,264475653812912128,RT @JNoS_PR: Me and @CeceVancePR are coordinating a clothing/food drive for families affected by Hurricane Sandy. If you would like to d ...,request
125,125,264493755963420672,RT @KristinCav: Hurricane Sandy relief benefit concert on tonight @NBC – 8pm ET. Help raise money for @RedCross! #SandyHelp,request
126,126,264509238284521472,YOU CAN HELP! Drop off donations for hurricane victims Sat-Mon at main promotions booth. See below for items needed. http://t.co/kIPA8JGe,request
127,127,264520722968354816,Please help the victims of hurricane Sandy. #SandyHelp &lt;3 text REDCROSS to 90999 to donate $10!! Make a difference!,request
128,128,264531605987684352,RT @MTV: Text REDCROSS to 90999 to make a $10 donation to those affected by Hurricane Sandy. #SandyHelp,request
129,129,264535213621772288,RT @MTV: Text REDCROSS to 90999 to make a $10 donation to those affected by Hurricane Sandy. #SandyHelp,request
130,130,264552092604198913,Visit CNN's Impact Your World 4 more information about the best ways to help hurricane victims + how to volunteer for cleanup efforts #sandy,request
131,131,264685685045346304,"12 Ways to Help Hurricane Sandy Relief Efforts: 
How to volunteer, where to donate, and more handy post-Hurrican... http://t.co/iSlHZaZR",request
132,132,264689556912230400,"#trhug 12 Ways to Help Hurricane Sandy Relief Efforts #mlfeeds: 
How to volunteer, where to donate, and more han... http://t.co/hCLJk88Y",request
133,133,264690178331910144,"RT @GroenWerkt: #trhug 12 Ways to Help Hurricane Sandy Relief Efforts #mlfeeds: 
How to volunteer, where to donate, and more han... http ...",request
134,134,264692789177090049,"RT @Green4sale: 12 Ways to Help Hurricane Sandy Relief Efforts: 
How to volunteer, where to donate, and more handy post-Hurrican... http ...",request
135,135,264692803886530560,"RT @HairyTheHobbit: TREEHUGGER: 12 Ways to Help Hurricane Sandy Relief Efforts: 
How to volunteer, where to donate, and more handy p...  ...",request
136,136,264703563505205248,Hurricane Sandy Cancels 300 Blood Drives: How You Can Help http://t.co/MyWjabm7,request
137,137,264720026706268160,RT @NadineCoyleNow: Watching hurricane sandy coming together! People are hurting. We can help a little at least. Text Redcross to 90999  ...,request
138,138,264728930857144321,"RT @RecycleMeIowa: 12 Ways to Help Hurricane Sandy Relief Efforts - How to volunteer, where to donate, and more handy post-Hurricane Sa. ...",request
139,139,264757555492954112,RT @nycgo: How to volunteer for and/or donate to the Hurricane Sandy relief effort: http://t.co/kuYlo5s8,request
140,140,264763867601702912,"theGLAMbar is accepting donations for the victims of Hurricane Sandy, stop by to drop off canned goods, clothing, blankets, etc.We can help!",request
141,141,264764536383488001,"Looking for ways to help with the Hurricane Sandy relief efforts?  Well, I know for a fact that you have clothes... http://t.co/kLb5523b",request
142,142,264776568411394048,"Text REDCROSS to 90999 &amp; donate $10 to the Red Cross, which will help relief efforts on EastCoast. Also donate blood! #hurricane #sandy",request
143,143,264810725766209536,"Gift cards still available for 50% off. If you would like to donate a jacket or clothing to Hurricane victims,... http://t.co/FOQDXzpr",request
144,144,264820598541266946,RT @MelAsh_K: Please everyone go to Adams today from 3-5 to donate clothes and blankets to those who lost everything during the hurricane,request
145,145,264830160564539392,"RT @BridgetteRaes: Looking for ways to help with the Hurricane Sandy relief efforts?  Well, I know for a fact that you have clothes... h ...",request
146,146,264837455298064384,Hurricane Sandy Cancels 300 Blood Drives: How You Can Help live updates on @HuffPostImpact http://t.co/ZuvLtXOU,request
147,147,264848157823873028,RT @MTV: Text REDCROSS to 90999 to make a $10 donation to those affected by Hurricane Sandy. #SandyHelp,request
148,148,264848671840030720,"RT @timoreilly: Here's how you can volunteer offline &amp; online to help those affected by Hurricane #Sandy:
http://t.co/PMKCuOTL",request
149,149,264849940818309120,"RT @timoreilly: Here's how you can volunteer offline &amp; online to help those affected by Hurricane #Sandy:
http://t.co/PMKCuOTL",request
150,150,264854319977873410,"RT @timoreilly: Here's how you can volunteer offline &amp; online to help those affected by Hurricane #Sandy:
http://t.co/PMKCuOTL",request
151,151,264878540909068288,"RT @timoreilly: Here's how you can volunteer offline &amp; online to help those affected by Hurricane #Sandy:
http://t.co/PMKCuOTL",request
152,152,264879148646928385,"RT @timoreilly: Here's how you can volunteer offline &amp; online to help those affected by Hurricane #Sandy:
http://t.co/PMKCuOTL",request
153,153,264882388004380673,"RT @timoreilly: Here's how you can volunteer offline &amp; online to help those affected by Hurricane #Sandy:
http://t.co/PMKCuOTL",request
154,154,264909751769513984,RT @PatrickGoudeau Help those affected by Hurricane Sandy. Text REDCROSS to 90999 to make a $10 donation or go to http://t.co/wXkPXtAU,request
155,155,264970959151316993,@CarolineManzo @JacLaurita please RT St Ephrem 75th Street &amp; Fort Hamilton Parkway taking donations for Hurricane victims from 9a - 2p,request
156,156,265063440069062657,"RT @calreid: “@timoreilly: Here's how you can volunteer offline &amp; online to help those affected by Hurricane #Sandy:
http://t.co/48N9apFY”",request
157,157,265100043541946369,"RT @kishizuka: RT @calreid: “@timoreilly: Here's how you can volunteer offline &amp; online to help those affected by Hurricane #Sandy:
 ...",request
158,158,265123679954935809,"RT @timoreilly: Here's how you can volunteer offline &amp; online to help those affected by Hurricane #Sandy:
http://t.co/PMKCuOTL",request
159,159,265143474125426689,Can you help? Vineland FD #3 is collecting donations for hurricane victims at their station Nov. 4th. on Forest Grove Rd. until 3pm,request
160,160,265152624297381889,RT @Gothamist: How You Can Help: Hurricane Sandy Food And Fundraiser Roundup http://t.co/PAiPmJGX,request
161,161,265152713266978817,RT @Gothamist: How You Can Help: Hurricane Sandy Food And Fundraiser Roundup http://t.co/PAiPmJGX,request
162,162,265152780593950720,RT @Gothamist: How You Can Help: Hurricane Sandy Food And Fundraiser Roundup http://t.co/PAiPmJGX,request
163,163,265153132034658304,RT @Gothamist: How You Can Help: Hurricane Sandy Food And Fundraiser Roundup http://t.co/PAiPmJGX,request
164,164,265153521165414401,RT @Gothamist: How You Can Help: Hurricane Sandy Food And Fundraiser Roundup http://t.co/PAiPmJGX,request
165,165,265155016325750785,RT @Gothamist: How You Can Help: Hurricane Sandy Food And Fundraiser Roundup http://t.co/dLQTiaNf,request
166,166,265155476780621824,RT @Gothamist: How You Can Help: Hurricane Sandy Food And Fundraiser Roundup http://t.co/PAiPmJGX,request
167,167,265155964158767104,RT @BMWUSA: Don't forget to text REDCROSS to 90999 to help those affected by Hurricane Sandy or visit: http://t.co/Hr0HsL4m #SandyHelp @ ...,request
168,168,265156936104820737,RT @Gothamist: How You Can Help: Hurricane Sandy Food And Fundraiser Roundup http://t.co/PAiPmJGX,request
169,169,265158454765838337,RT @Gothamist: How You Can Help: Hurricane Sandy Food And Fundraiser Roundup http://t.co/PAiPmJGX,request
170,170,265158599024721920,RT @Gothamist: How You Can Help: Hurricane Sandy Food And Fundraiser Roundup http://t.co/2tqSrIYU,request
171,171,265164283954987008,RT @Gothamist: How You Can Help: Hurricane Sandy Food And Fundraiser Roundup http://t.co/RuBJhL1p,request
172,172,265164777821700097,RT @Gothamist: How You Can Help: Hurricane Sandy Food And Fundraiser Roundup http://t.co/PAiPmJGX,request
173,173,265178984470433794,RT @Gothamist: How You Can Help: Hurricane Sandy Food And Fundraiser Roundup http://t.co/PAiPmJGX,request
174,174,265182177027821568,How You Can Help: Hurricane Sandy Food And Fundraiser Roundup (Gothamist): Share With Friends:  |  | Life Style ... http://t.co/royPjIAs,request
175,175,265215353544663041,How You Can Help: Hurricane Sandy Food And Fundraiser Roundup - Gothamist http://t.co/nORKA08V,request
176,176,265230471632408576,"RT @kishizuka: RT @calreid: “@timoreilly: Here's how you can volunteer offline &amp; online to help those affected by Hurricane #Sandy:
 ...",request
177,177,265239941821370368,"How You Can Help: Hurricane Sandy Food And Fundraiser Roundup
 http://t.co/vyvnog1X",request
178,178,265299368549171200,How You Can Help: Hurricane Sandy Food And Fundraiser Roundup http://t.co/dlq80XvE,request
179,179,265410135646687232,"How you can help: Rotary collecting clothing, other donations for help hurricane victims. @poconorecord #prsandy http://t.co/n4ABvUzr",request
180,180,265433822382936064,RT @Gothamist: How You Can Help: Hurricane Sandy Food And Fundraiser Roundup http://t.co/PAiPmJGX,request
181,181,265440528580083714,"@CeceVancePR &amp; @JNoS_PR are coordinating a clothing/food drive for families affected by Hurricane Sandy. If you would like to donate, DM us.",request
182,182,265445033006747648,@CeceVancePR &amp; @JNoS_PR are coordinating a clothing/food drive for families affected by Hurricane Sandy. DM If you would like to donate..,request
183,183,265452316046536704,Philly! We'll be collecting supplies/clothes &amp; non-perishable food items Mon &amp; Tues at @ChatterBlast . Please help victims Hurricane #Sandy.,request
184,184,265472078176714752,"RT @bweiner: calling all runners: you can help those affected by hurricane sandy, we've already raised over $1k http://t.co/twhK0vCY #ru ...",request
185,185,265507422943207425,Looking for ways to help after Hurricane Sandy? Check out these places and ways to volunteer - http://t.co/2E1DIaV6 http://t.co/GCHkaUOq,request
186,186,265512817455673344,RT @Gothamist: How You Can Help: Hurricane Sandy Food And Fundraiser Roundup http://t.co/PAiPmJGX,request
187,187,265514994706305024,"If you would like to help those affected by Hurricane Sandy, we are accepting clothing donations at our dealership. #NJsandy #NJopen",request
188,188,265515896204820480,RT @Gothamist: How You Can Help: Hurricane Sandy Food And Fundraiser Roundup http://t.co/PAiPmJGX,request
189,189,265517536932679680,Great guide from @Gothamist: How You Can Help: Hurricane Sandy Food And Fundraiser Roundup http://t.co/3gXJwtbw,request
190,190,265521311915319296,RT @Gothamist: How You Can Help: Hurricane Sandy Food And Fundraiser Roundup http://t.co/PAiPmJGX,request
191,191,265554886735851520,How You Can Help: Hurricane Sandy Food And Fundraiser Roundup http://t.co/NjziHMGE,request
192,192,265578142918397952,How you can help victims of Hurricane Sandy | Parenting Starts Here http://t.co/kD6aFoAi,request
193,193,265611751322701824,"If you are looking for ways to help families who are affected by hurricane, our friends at Baby Buggy is... http://t.co/hX31Avm0",request
